FullName,Email,Phone,Address,JobTitle,DateOfBirth,Age,Gender,Marriage,Children,FamilySize,Education,Income,HouseOwn,CarOwn,CallsNum,CallsMinutes,SmsSent,SmsVar,Periodicity,SlopeCalls,MobilityClusters,SocialStability,SocialExposure,SocialQuality,MobileMoneyTx,AirtimeTopups,NumFinancialAppsInstalled,NumFinancialAppsUsed,SMSTx_P2P_Count_30d,SMSTx_BillPay_Count_30d,SMSTx_Merchant_Count_30d,SMSTx_Amt_Mean_30d,SMSTx_Amt_CV_30d,SMSTx_OnTimeBillPay_Rate,SMSTx_NightShare,SM_Platforms_Installed,SM_MinutesPerDay,SM_PostsPerWeek,SM_NightUsageShare,SM_Sentiment_Polarity,Apps_TotalInstalled,Apps_SessionsPerDay,Apps_ForegroundMinPerDay,Apps_BackgroundMBPerDay,Apps_Time_ProductivityMin,Apps_Time_GamingMin,Apps_Time_FinanceMin,Apps_ChurnRate_30d,Apps_RiskyCount
Monica Lucas,amandamcdonald@gmail.com,(248)465-8351x8775,"5374 Burnett Trace Suite 035, West Keith, MO 07188",Dealer,28-10-1991,33,Male,Single,0,2,Secondary,4251,0,0,8,10,18,0.48,-0.3,0.43,3,0.85,0.69,0.89,6,4,1,2,2,7,7,27.74,1.56,0.77,0.01,3,20,4,0,0.22,40,12,1,266.9,36,83,16,0.16,2
Tonya Bell,murphydarrell@gmail.com,447.713.7276x1208,"5886 Diane Circle, Wisemouth, WY 73318",Prison officer,27-01-1984,40,Female,Single,3,5,Primary,3143,1,0,1,66,52,-0.46,2.03,-1.88,3,0.31,0.74,0.01,7,4,1,1,5,0,2,32.63,0.41,0.69,0.21,5,107,8,0.3,0.19,31,41,248,177.7,88,96,0,0.03,1
Sarah Gomez,abigailwillis@yahoo.com,(590)200-0621,"9004 William Island, Matthewshire, PR 23059",Radio broadcast assistant,13-02-1975,49,Female,Married,2,4,Tertiary,4071,0,0,66,68,55,0.82,-1.05,-0.02,3,0.34,0.34,0.78,8,3,0,0,1,2,0,16.72,1.1,0.59,0.11,1,76,3,0.39,0.38,30,31,34,168.7,51,111,0,0.16,1
Juan Miller,wmiller@yahoo.com,-3659,"5588 Cochran Junctions, Clarkmouth, DE 16139",Chartered accountant,18-03-1981,43,Male,Single,4,5,Secondary,3785,0,1,50,11,94,0.12,-0.32,0.79,1,0.72,0.61,0.69,8,9,3,0,2,6,3,41.02,0.57,0.7,0.13,3,65,10,0.11,0.32,26,36,266,13.4,27,0,0,0,2
Susan Smith,aaron10@hotmail.com,619-619-1602x5418,"Unit 5778 Box 4324, DPO AP 06013","Optician, dispensing",17-11-1981,43,Female,Single,0,1,Secondary,1720,0,0,28,166,48,-0.46,0.98,0.76,4,0.71,0.5,0.95,6,3,0,0,1,2,1,97.78,1.61,0.8,0.08,0,165,12,0.23,0.55,62,18,136,313.5,23,35,36,0.13,4
Patrick Reynolds,madelinehernandez@hotmail.com,001-673-762-6046x29395,"PSC 2282, Box 3806, APO AP 00581",Hotel manager,21-12-1996,28,Male,Married,2,3,Primary,5406,1,1,42,14,23,1.17,0.17,0.84,4,0.14,0.16,0.57,3,5,0,1,6,1,1,22.82,0.88,0.71,0.08,1,31,3,0.33,0.78,52,43,282,187.4,32,0,16,0.31,3
Gregory Wagner,angelthompson@hotmail.com,(800)770-5100,"9648 Thomas Meadow, Port Benjamin, PA 87140",Tourist information centre manager,08-10-1996,28,Female,Single,1,2,Primary,1187,1,0,33,128,2,-1.03,1.35,0.04,2,0.62,0.17,0.47,5,4,0,0,1,9,0,23.71,0.29,1,0.06,1,97,4,0.3,0.42,54,50,263,35,37,86,0,0.17,1
Melinda Hess,tracey25@yahoo.com,001-329-767-6362x258,"285 Smith View, Jeremyburgh, CT 42420",Economist,16-12-1981,43,Male,Married,2,3,Primary,3863,0,1,56,95,27,1.44,1.41,-0.59,4,0.64,0.22,0.84,4,5,2,1,5,0,3,10.97,0.97,0.82,0.17,1,51,6,0.44,0.16,68,38,35,117.7,48,27,18,0.15,0
Jennifer Frazier,norrissean@hotmail.com,870-670-5826x4871,"PSC 5232, Box 3837, APO AA 39653",Geochemist,06-02-2006,18,Female,Single,1,3,Secondary,4268,1,0,2,3,34,-0.42,1.34,1.06,4,0.14,0.74,0.92,11,6,0,1,4,9,2,122.8,0.98,0.92,0.32,5,72,12,0.16,-0.12,69,30,108,118.8,81,42,0,0.39,2
Jessica Stevens,melissacarr@gmail.com,-6539,"37498 Baker Shores, West David, PA 65508",Chief Operating Officer,18-04-2006,18,Male,Single,2,3,Secondary,3739,0,1,6,134,31,0.85,1.41,-0.12,5,0.47,0.51,0.29,4,4,1,1,4,5,5,46.98,0.24,0.64,0.2,4,74,3,0.32,0.73,6,16,102,258.4,20,49,0,0.15,1
Thomas Sanchez,rwalsh@hotmail.com,(299)832-8966x5194,"959 Kelly Isle, New Shelby, DE 70085","Social research officer, government",16-06-1995,29,Male,Single,2,4,Primary,2225,0,1,37,33,5,0.26,-0.9,-0.98,7,0.25,0.5,0.92,4,4,1,0,6,2,0,17.91,1.15,1,0.16,5,81,0,0.31,-0.03,48,18,218,173.1,16,44,45,0.24,2
Sara Mason,teresaalvarado@gmail.com,+1-574-475-6023x6305,"489 Silva Road Suite 732, Jessicamouth, MH 51262",Politician's assistant,11-03-1986,38,Male,Married,0,2,Primary,4101,1,0,4,0,46,0.88,0.94,0.84,1,0.84,0.27,0.83,7,9,0,4,3,4,1,33.12,1.82,0.88,0.12,1,61,5,0.14,-0.28,66,24,196,0,27,154,58,0.08,3
Joshua Fisher,kenneth13@hotmail.com,+1-544-732-6173x9880,"965 Newman Port Suite 702, West Garytown, FL 60189","Pharmacist, community",29-08-1980,44,Female,Single,4,5,Tertiary,2229,0,0,10,45,23,-0.27,-0.41,-0.98,3,0.53,0.63,0.12,6,5,2,0,6,5,1,37.01,0.05,1,0.14,4,125,21,0.15,-0.19,54,33,230,179.4,84,61,0,0.06,0
Patricia Bradford,charles71@gmail.com,+1-353-274-5908x56290,"PSC 8441, Box 9017, APO AP 33029",Haematologist,29-01-2002,22,Male,Married,0,2,Secondary,6932,1,0,68,4,47,1.75,-2.12,0.34,3,0.53,0.67,0.86,12,5,1,0,6,4,4,26.63,0.66,0.71,0.11,1,89,0,0.35,-0.03,55,29,218,39.3,30,0,20,0,7
Kevin Owens,schwartzdaniel@gmail.com,228.495.8798x47208,"650 Collins Villages, New Donna, AS 31775",Television production assistant,16-01-1994,30,Male,Single,1,2,Primary,3794,0,0,28,41,25,-0.34,0.69,-0.54,1,0.32,0.89,0.43,2,6,1,0,5,9,5,30.01,0.26,0.54,0.14,3,109,0,0.3,-0.12,29,9,271,0,11,4,37,0.02,1
Teresa Olson,bryantkaren@hotmail.com,380.277.0800,"USNS Taylor, FPO AE 61661",Make,25-09-1994,30,Male,Single,0,1,Secondary,5157,0,0,17,24,64,0.6,-0.82,1.19,2,0.04,0.33,0.83,6,3,2,0,3,1,6,62.48,0.48,0.97,0.19,2,103,4,0,-0.23,83,41,213,8.8,44,86,37,0.06,2
Sheryl Hernandez,wilsonstephen@yahoo.com,305.606.5912,"88424 Sean Heights, Crawfordtown, NM 64403","Designer, jewellery",12-10-2006,18,Female,Married,1,3,Secondary,1264,0,0,23,18,41,3.52,-0.74,-0.37,2,0.98,0.95,0.57,10,2,2,0,1,5,3,89.63,1.28,0.8,0.21,0,90,12,0.27,-0.04,30,42,281,179.1,28,0,25,0,2
Lauren Bell,catherineyoung@hotmail.com,701.267.7030x0467,"USNS Brooks, FPO AP 14414",Interpreter,04-03-1997,27,Male,Married,1,2,Primary,2311,1,1,48,60,95,-0.83,-0.54,-1.02,3,0.62,0.93,0.02,2,7,3,0,6,7,1,16.68,0.87,1,0.12,0,199,0,0,0.39,73,7,329,375.9,43,0,26,0,5
Steven Benitez,snownicole@hotmail.com,8092788603,"72396 Carl Forge, New Sarahburgh, MP 51761","Embryologist, clinical",04-12-1961,63,Male,Single,4,6,Primary,2652,0,0,41,15,8,0.39,-0.42,-2.91,5,0.96,0.56,0.68,6,2,2,2,4,1,1,11.82,1.13,0.92,0.26,4,146,8,0.05,0.44,69,26,280,0,75,0,91,0.14,2
Shawn Berry,robertpowers@hotmail.com,5135999809,"08244 Clayton Estate Apt. 844, Katieshire, PR 88606",Community development worker,10-07-1997,27,Male,Married,1,2,Secondary,3073,1,0,1,26,29,0.83,-0.35,-0.05,3,0.23,0.44,0.83,6,5,2,0,3,8,3,72.33,1.45,0.87,0.14,3,0,7,0.08,0.18,69,55,183,93.3,52,0,16,0.23,6
Michele Hammond,jonathanparker@hotmail.com,4237172841,"14163 Elizabeth Point, Lake Chad, UT 44108","Surveyor, building control",12-12-1977,47,Female,Single,3,5,Primary,1565,0,0,55,13,12,-0.45,-0.23,-0.27,1,0.81,0.43,0.26,7,6,2,1,0,4,4,28.23,1.08,0.54,0.01,3,60,2,0.31,0.25,53,14,33,61,29,11,6,0.34,0
Kelly Jordan,jasonmoore@gmail.com,387-695-1979x94602,"75613 Clark Light Apt. 453, North Michaelfurt, ID 53311",Medical laboratory scientific officer,08-08-1987,37,Female,Single,1,3,Secondary,2066,1,0,40,59,19,-0.76,1.57,0.92,2,0.52,0.41,0.98,3,5,2,2,3,7,0,43.06,0.65,0.82,0.27,3,7,15,0.35,0.19,65,41,70,329.1,26,54,17,0.24,0
Kimberly Harris,xjackson@hotmail.com,(763)250-4536x9302,"94397 Benjamin Island, Lake Lynn, WY 12261","Surveyor, land/geomatics",08-07-2000,24,Male,Married,1,3,Primary,2465,0,1,38,21,89,-0.31,-2.12,0.52,6,0.29,0.4,0.43,4,5,1,1,4,7,1,27.27,0.68,0.81,0.14,2,106,8,0.25,-0.14,27,21,49,68,0,2,20,0.12,0
Robert Parker,qcoleman@hotmail.com,+1-839-676-7226x6748,"USNS Pierce, FPO AP 06387","Production designer, theatre/television/film",13-03-1998,26,Male,Single,2,3,Primary,4161,1,0,64,44,33,1.59,0.55,-0.2,7,0.77,0.86,0.03,9,7,2,0,2,5,4,9.03,0.62,0.93,0.14,2,109,5,0.2,0.27,52,5,255,52.5,70,65,47,0.2,4
Timothy Graham,wheelerkelly@hotmail.com,001-228-252-2345x120,"4794 Ann Mountain, Patrickton, VA 20741","Engineer, automotive",01-04-1990,34,Male,Single,2,3,Secondary,4441,1,1,2,72,65,-1.56,-0.86,0.52,3,0.98,0.43,0.37,8,8,3,3,3,3,1,11.68,0.9,0.93,0.26,1,156,6,0.03,-0.28,32,16,122,173.2,43,35,22,0.19,1
Melissa Mack,johnsonleslie@hotmail.com,-8408,"76640 Love Knoll, Davidsonbury, AR 37915","Conservation officer, nature",28-08-1991,33,Male,Married,1,2,Secondary,6397,0,0,35,36,51,-0.41,-0.42,-1,3,0.43,0.12,0.28,6,2,4,0,0,3,1,35.1,1.14,0.53,0.1,3,37,4,0.48,0.25,51,18,115,135.4,0,0,28,0.15,1
Walter Fischer,alexis87@gmail.com,+1-331-552-9332x516,"61504 Dennis Fort, South Reneehaven, NV 97448",Glass blower/designer,24-08-1989,35,Female,Married,3,4,Primary,1742,1,0,64,85,23,-1.15,0.24,-1.29,3,0.36,0.55,0.68,6,2,2,0,0,8,6,33.4,1.43,0.7,0.13,5,0,7,0.41,-1,81,22,283,325.5,0,81,14,0.05,2
James Williams,fieldsnicholas@yahoo.com,+1-337-969-3973x9548,"Unit 6973 Box 9016, DPO AE 79479",Research scientist (maths),01-10-1983,41,Female,Married,2,4,Tertiary,2078,0,0,21,26,9,0.7,0.56,0.1,1,0.94,0.73,0.14,4,4,2,0,4,3,0,36.18,0.45,0.69,0.01,3,129,0,0.19,0.48,37,16,53,147.3,121,35,3,0.1,1
Kyle Silva,jessica92@yahoo.com,7236539647,"USNV Wilson, FPO AA 22899",Chief Technology Officer,06-10-1991,33,Male,Single,2,4,Primary,1762,0,1,23,31,63,-0.12,1.71,0.6,6,0.73,0.58,0.13,5,5,3,0,3,1,3,28.84,0.9,0.67,0.2,3,99,1,0,-0.03,29,0,64,230.2,47,39,45,0.14,1
Travis Boyd,davenportryan@yahoo.com,643-986-0692,"80864 Grant Forest Apt. 062, Alanmouth, OH 48929",Clinical embryologist,20-10-2006,18,Male,Single,2,3,Primary,1995,0,0,5,25,50,-2.08,-0.01,-1.28,5,0.73,0.58,0.11,6,4,4,1,5,10,5,38.36,1,0.86,0,3,57,4,0.36,0.16,52,0,191,98.1,25,67,35,0.17,0
Robert Williams,jjones@gmail.com,(318)918-8345,"045 Elizabeth Ranch Suite 863, East Christine, NE 44436",Electrical engineer,31-03-2001,23,Male,Married,3,5,Tertiary,3085,0,0,69,90,33,0.71,0.07,-0.44,4,0.83,0.18,0.63,5,8,0,1,7,4,2,54.57,1.26,0.76,0,2,146,5,0.21,0.24,57,0,261,151.8,66,52,16,0.25,0
Ashley Ellis,mcdonaldkeith@gmail.com,+1-860-441-0667x229,"4706 Jose Glens Apt. 400, Scottmouth, KY 64759","Therapist, horticultural",08-11-2004,20,Female,Single,1,2,Secondary,1723,1,0,75,53,35,0.51,0.46,1.52,2,0.37,0.45,0.1,3,2,1,1,5,5,0,70.72,0.05,0.82,0.28,4,41,0,0.01,-0.02,73,13,340,2.2,79,10,42,0.19,5
Daniel Woods,anthony59@gmail.com,884.989.4412x569,"26187 Sanchez Mission Apt. 453, Seanton, VA 87771",Civil Service fast streamer,11-06-1979,45,Male,Married,1,3,Primary,3516,0,1,19,5,88,-0.74,-0.31,-0.22,4,0.52,0.03,0.06,9,5,0,0,0,4,1,66.3,1.3,0.8,0.28,1,112,6,0.3,0.3,18,22,219,0,72,0,0,0.23,0
Aaron Salas,timothy99@yahoo.com,939.753.0296x628,"772 Tucker Plaza, North Daleton, IL 07004",Medical technical officer,21-04-1990,34,Female,Divorced,2,4,Primary,5545,0,0,55,55,52,-1.07,0.38,1.69,2,0,0.15,0.64,5,2,1,1,8,1,1,26.86,0.78,0.96,0.07,3,89,13,0.28,-0.33,46,8,147,0,40,0,0,0.2,2
Manuel Patrick,georgehall@yahoo.com,908-440-0929x7906,"1395 Kristin Estate, East Deborahfort, CO 07500",Exercise physiologist,13-10-1984,40,Female,Single,3,5,Primary,1865,1,0,9,44,3,0.35,-0.39,1.06,4,0.3,0.87,0.97,8,4,1,0,4,8,3,53.38,0.11,0.71,0.09,5,83,8,0,0.27,44,18,79,0,0,0,0,0.07,1
Lisa Moore,david97@hotmail.com,755.480.6665,"81992 Lisa Lodge Apt. 498, Gainesport, TX 70698",Mudlogger,04-01-1971,53,Female,Single,3,4,Secondary,2626,1,0,61,4,2,0.99,0.09,-2.04,3,1,0.87,0.17,4,3,1,0,1,4,1,37.19,0.68,0.72,0.15,3,69,0,0.08,0.61,18,16,176,139.3,64,89,23,0.2,2
Bobby Williams,ghernandez@hotmail.com,397.294.4076x031,"272 Kent Fort Suite 410, Ericfurt, LA 52444","Engineer, manufacturing",20-12-1998,26,Male,Divorced,2,3,Primary,1693,0,0,27,7,58,0.33,1.26,0.35,4,0.88,0.98,0.82,9,4,2,0,3,5,3,33.57,0.99,0.78,0.02,3,149,0,0,0.57,28,22,141,219.1,97,13,22,0.08,1
Ronald Perkins,whitemaria@hotmail.com,001-362-338-3324x491,"37892 Adam Rapid, Wendyton, TN 06053",Commercial/residential surveyor,12-07-1997,27,Male,Married,1,2,Tertiary,2982,0,0,14,59,21,-0.97,0.65,1.78,6,0.69,0.75,0.96,3,5,3,0,9,1,2,27.11,1.44,0.67,0.29,3,60,2,0.27,-0.04,56,35,382,76.7,39,62,38,0.08,2
Mariah Fox,ballardrebekah@gmail.com,989.676.8429x761,"44670 David Turnpike, Port Kimberlytown, TN 07414",Accommodation manager,15-04-1996,28,Female,Married,0,2,Secondary,5944,1,0,27,20,56,0.28,-1.86,-1.48,2,0.45,0.1,0.64,9,4,0,1,0,1,8,57.07,0.87,0.8,0.19,3,112,3,0.28,-0.11,34,22,340,257.4,27,30,58,0,0
Gina Hamilton,katherinegriffin@yahoo.com,806-634-6830x012,"7511 Reed Camp Apt. 473, Davidview, NE 10467",Mechanical engineer,14-05-1994,30,Male,Married,2,3,Secondary,2956,0,1,26,60,18,-0.1,0.06,-1.44,3,0.21,0.37,0.44,0,4,4,1,3,7,3,27.72,0.62,0.52,0.12,3,114,0,0.37,-0.11,49,22,0,123.1,65,39,22,0.04,0
April Fry,erica63@yahoo.com,761-976-4402,"4005 Andrews Summit, Lozanoside, GA 23806",Archaeologist,29-11-2006,18,Male,Married,4,6,Tertiary,3630,0,1,15,53,40,-1.26,-0.75,-0.78,4,0.37,0.82,0.37,4,2,2,2,1,8,1,31.78,0.82,0.85,0,2,114,4,0.04,0.5,100,41,267,50.8,51,3,31,0.12,0
Alexandra Boone,andreaanderson@gmail.com,(453)234-9766x949,"36004 Warren Ridges, Nelsonland, MA 19428",Quarry manager,12-08-2006,18,Male,Married,1,2,Secondary,1373,0,1,11,6,48,-1.11,1.74,-0.16,5,0.16,0.09,0.03,9,3,3,1,1,6,6,25.74,0.86,0.89,0.08,3,109,7,0.17,0.12,7,31,211,169,0,0,25,0.3,1
Julie Palmer,lewisdebra@gmail.com,+1-756-294-6290x3245,"USS Salazar, FPO AP 99741",Arts development officer,11-12-1985,39,Male,Single,2,4,Secondary,3519,0,0,16,85,57,0.98,0.69,0.12,6,0.16,0.48,0.62,0,4,2,0,2,5,2,42.46,0.74,0.66,0.03,0,54,0,0.34,0.3,49,24,425,234.8,76,63,24,0.2,3
Alexandria Boyer,daniel83@gmail.com,001-567-775-4947,"3133 Williams Key Suite 318, Port Carlaborough, PA 36888",Lexicographer,01-12-2006,18,Female,Married,2,4,Primary,2802,0,0,0,77,57,1.22,-0.01,-1,1,0.56,0.79,0.5,3,1,0,0,6,4,2,30.14,0.41,0.87,0.16,0,119,0,0.2,-0.05,56,5,171,128.2,52,35,0,0.28,0
Keith Hensley,robertsjoseph@yahoo.com,001-807-370-5544,"2536 Boyd Track Apt. 627, North Justin, IA 66678",Freight forwarder,04-06-1991,33,Male,Single,3,4,Primary,2638,1,0,43,30,11,-0.02,2.73,0.1,2,0.01,0.06,0.87,13,2,1,0,2,0,3,51.49,1.28,0.97,0.13,5,74,4,0.35,-0.07,58,0,249,47.7,65,0,29,0.28,2
Danielle Lang,trevor65@yahoo.com,867-206-4010,"2717 Colton Cliff, Michealton, WV 55833","Nurse, children's",20-04-1997,27,Male,Single,2,3,Primary,4533,1,0,70,0,6,-0.77,-0.87,0.05,2,0.74,0.68,0.93,8,2,1,1,5,6,2,30.52,0.56,0.54,0.25,3,121,2,0.24,0.39,53,30,72,179.1,22,17,71,0.17,1
Aaron Dorsey,gregoryrivera@yahoo.com,(231)508-7373,"576 Brown Walk, New Loriborough, SC 84197",Emergency planning/management officer,18-12-1993,31,Female,Married,2,4,Secondary,4494,0,0,6,43,7,-0.1,-0.69,0.59,3,0.23,0.96,0.51,10,5,2,0,4,0,2,78.55,0.35,0.74,0.31,2,76,6,0,0.07,44,38,0,135.8,78,27,17,0.3,3
Michael Stewart,nking@hotmail.com,-6657,"23715 Jason Valley, Parkerstad, NV 07087","Accountant, chartered public finance",24-11-1985,39,Male,Married,3,4,Secondary,5519,1,0,3,0,14,0.77,-0.46,-0.07,4,0.77,0.32,0.26,12,3,2,0,1,3,4,25.43,1.03,0.98,0.06,4,37,0,0.51,0.44,39,27,270,119.1,63,15,52,0.2,1
Melissa Peters,troy29@yahoo.com,(836)768-7368x4673,"PSC 6620, Box 1144, APO AP 17403",Solicitor,14-07-1988,36,Female,Single,2,3,Secondary,6091,1,0,20,87,38,0.66,0.12,-0.25,2,0.07,0.37,0.09,3,0,2,0,5,5,2,40.93,1.1,0.87,0.03,2,66,4,0.3,0.16,75,30,184,228.8,56,8,32,0.05,2
Daniel Weber,curtiswest@gmail.com,(579)728-1496x7048,"8715 Robert Well Suite 091, North Julia, VA 25218",Media planner,31-03-1990,34,Female,Single,1,2,Secondary,4948,0,0,16,80,20,0.91,0.09,0.44,6,0.22,0.9,0.94,5,5,3,0,1,4,3,33.97,1.02,0.54,0.25,3,78,5,0.37,-0.11,13,7,206,118.1,48,76,41,0.06,5
James Vaughn,ambergrant@hotmail.com,656-569-3026,"3875 Jennifer Lakes Apt. 582, Leeside, MH 42389","Scientist, product/process development",29-12-1979,45,Male,Single,0,1,Secondary,14067,0,1,68,85,69,-1.2,-0.83,-0.96,4,0.7,0.57,0.37,5,6,0,0,1,10,3,32.39,1.34,0.76,0.1,4,69,0,0.17,0.16,43,44,95,62.9,0,73,29,0,5
Tami Flowers,yturner@yahoo.com,409.411.9886x973,"611 Wright Junctions Suite 303, East Bradleyport, PA 41158",Early years teacher,11-01-1975,49,Male,Married,2,3,Secondary,3084,0,0,10,80,30,0.69,1.66,1.05,3,0.11,0.91,0.08,2,2,0,2,4,6,5,70.31,0.23,0.79,0.17,4,116,7,0.06,-0.55,36,5,184,187.9,100,24,7,0.27,2
Teresa Olson,justin02@gmail.com,261-332-0885,"7019 Dougherty Drive Apt. 958, Bradport, NY 23110",Local government officer,16-06-1963,61,Female,Single,3,5,Secondary,3269,1,0,35,12,3,-0.62,0.16,-0.74,3,0.9,0.85,0.96,1,6,5,1,2,9,5,15.05,1.08,0.82,0.02,3,142,3,0,-0.11,1,44,365,139.1,0,1,48,0.14,0
Lauren Harding,jonesmichael@gmail.com,+1-684-476-2873x0583,"474 Beck Roads Apt. 217, Robertsmouth, CT 02124",Geophysicist/field seismologist,31-08-1974,50,Male,Married,4,6,Tertiary,1188,0,0,22,98,22,-0.41,-1.03,-0.58,3,0.41,0.68,0.98,4,2,0,2,1,1,3,29.52,0.44,0.46,0.05,1,127,2,0.18,0.5,57,27,7,141.1,28,22,3,0.29,6
Timothy Wiley,william45@yahoo.com,+1-975-423-4749x453,"863 Snyder Ford, Lake Daniel, VA 26992",Fine artist,19-01-1986,38,Female,Single,3,5,Tertiary,2556,1,0,25,12,41,1.59,-1.02,-0.49,1,0.4,0.66,0.15,5,3,1,1,0,8,5,36.97,0.34,0.88,0.23,0,76,3,0.09,-0.38,62,34,223,203.9,1,64,70,0.17,0
Stephanie Mueller,meyeralexis@hotmail.com,(238)572-3876x34989,"2060 Coleman Alley, North Amandaview, NV 17869","Engineer, communications",02-04-1998,26,Female,Married,0,2,Secondary,3788,0,0,17,10,41,-2.03,1.1,0.24,2,0.51,0.63,0.3,1,5,2,1,8,1,0,37.91,0.05,0.84,0.12,5,101,18,0,0.19,70,25,336,262.5,23,0,6,0.25,0
Sarah Morgan,johnsonbrenda@gmail.com,623.269.6245x60184,"152 Jeffery Junctions Suite 655, North Ericview, MD 66345",Town planner,24-05-1993,31,Female,Single,2,3,Secondary,2689,0,0,27,35,49,-0.25,-0.4,-0.68,4,0.99,0.77,0.22,8,4,1,0,6,3,1,24.92,0.62,0.81,0.17,0,0,10,0,-0.03,16,8,127,18.4,2,83,40,0.18,3
Brent Howell,stephanie70@gmail.com,001-532-232-0310x4747,"685 Fleming Bridge, Matthewton, IN 37332",Ceramics designer,16-08-1987,37,Female,Married,1,2,Primary,3993,1,0,38,17,68,1.52,-1.89,-0.18,4,0.95,0.42,0.27,1,7,2,3,5,1,0,36.89,0.81,0.75,0,3,175,0,0.25,0.54,65,12,310,237.6,6,28,20,0.21,0
Joshua Holloway,qrobertson@gmail.com,728-519-0932x10225,"4836 Paul Squares Suite 354, North Jenniferburgh, WA 38302",Television/film/video producer,31-03-1992,32,Male,Married,1,3,Primary,4462,1,1,40,6,61,-0.45,0.35,0.94,2,0.84,0.14,0.4,2,0,1,2,1,9,3,44.65,0.89,0.74,0.04,4,111,3,0.5,0.11,19,39,218,94.6,0,36,1,0.16,4
Jeffrey Davis,cynthia04@yahoo.com,(273)712-5420x198,"71835 Schaefer Motorway, New Kaitlyn, LA 35554",Chief Strategy Officer,21-05-1998,26,Male,Single,1,2,Tertiary,4576,1,1,18,53,38,-0.5,0.27,0.29,5,0.64,0.23,0.7,1,7,0,0,3,4,3,10.51,0.46,0.7,0.03,3,0,7,0.06,0.58,19,33,234,179.2,112,17,43,0.24,4
Bradley Small,williamking@hotmail.com,+1-262-409-0706x10506,"45762 Jordan Trail, South Jessehaven, WA 94647",Community arts worker,17-01-1999,25,Male,Single,0,1,Secondary,4070,1,1,28,51,53,1,-0.7,-2.39,7,0.38,0.9,0.84,2,5,2,1,4,3,3,24.09,0.05,0.72,0.13,3,108,8,0.19,0.23,44,14,120,285.1,34,31,11,0.2,0
Tracy Parks,melissacarr@yahoo.com,359-500-4350x4346,"35905 Stanley Ville Apt. 059, North Sarahtown, AK 95499",Podiatrist,03-03-1972,52,Female,Single,3,5,Primary,1842,1,0,12,53,29,-0.64,0.1,-1.03,7,0.17,0.22,0.97,6,4,3,2,3,4,2,43.62,1.35,0.83,0.19,4,0,5,0.41,0.15,78,13,105,135.8,108,13,14,0.17,0
Derek Ryan,anthony78@hotmail.com,(511)773-0463,"872 Rowe Harbor, Lake Robert, GA 61860",Neurosurgeon,04-02-1981,43,Male,Married,4,6,Tertiary,5976,1,0,33,68,56,-1.37,-0.68,0.2,3,0.8,0.71,0.27,10,5,2,2,5,2,1,35.25,1.26,0.98,0,4,100,4,0.41,0.09,48,40,253,272.3,5,12,55,0.13,1
Michaela Sanders,qpope@gmail.com,-10602,"0486 Burns Valleys Apt. 677, South Alexandra, AL 69310",Database administrator,24-11-2004,20,Female,Single,1,3,Primary,4499,1,0,28,98,5,1.01,-2.24,0.02,5,0.93,0.45,0.58,4,3,2,0,4,6,1,86.24,1.34,0.98,0.12,1,122,5,0,0.21,38,4,39,87.6,6,0,29,0.17,0
Wendy Gallagher,dgray@gmail.com,710.782.4157x40054,"356 Villa Loaf Apt. 355, Emmaside, MD 31508",Government social research officer,09-01-1978,46,Male,Married,1,2,Secondary,4377,0,0,48,63,32,0.46,-0.64,1.26,6,0.72,0.89,0.97,4,6,0,0,8,4,0,10.71,1.19,0.92,0.12,4,168,0,0.24,-0.1,68,24,129,74.6,77,7,8,0.17,3
Nathan Fox,sarah91@gmail.com,677-416-7665,"31980 Walker View Suite 967, Tuckerport, MH 04776",Community development worker,12-01-1990,34,Male,Single,2,3,Primary,1653,0,0,0,16,13,1.76,0.79,1.13,6,0.57,0.08,0.42,5,7,1,1,4,3,4,33.53,0.65,0.88,0.24,1,0,5,0.38,-0.2,21,19,0,206.2,53,0,0,0.11,5
Zachary Jones,brownkatherine@hotmail.com,+1-278-709-1687x422,"306 Perez Radial, Port Bob, LA 39848",Seismic interpreter,20-06-1989,35,Male,Married,3,5,Primary,5265,0,1,9,72,6,-0.84,0.76,0.63,1,0.96,0.19,0.52,3,3,1,0,2,2,4,50.73,1.38,0.7,0.06,5,42,0,0.09,0.14,13,32,217,52.6,4,41,29,0.2,4
Michael Conley,mackenzieflores@hotmail.com,423.332.3158x934,"199 Christina Groves Apt. 491, Gilmoreshire, NY 25525",Ranger/warden,07-03-2006,18,Male,Single,0,2,Primary,5846,1,1,49,43,12,0.34,-0.88,-0.39,6,0.11,0.09,0.04,3,2,0,0,0,6,3,108.87,1.02,0.86,0.07,4,49,8,0.12,0.03,30,10,159,136.8,0,0,32,0.08,1
Nancy Cole,obarker@gmail.com,511-614-1256x22038,"95994 Henry Plaza, Robinborough, MP 79604",IT sales professional,15-05-2006,18,Male,Married,3,4,Primary,3233,0,0,42,35,27,1.5,-0.04,0.67,5,0.74,0.36,0.36,11,4,3,1,1,5,1,48.54,0.89,0.77,0.28,4,80,2,0.06,-0.27,42,16,164,173.6,49,0,44,0,2
